종목코드,순위
A022100,1980
A022220,582
A023000,1757
A023150,914
A023160,1862
A023350,639
A023410,1501
A023440,830
A023450,675
A023460,1487
A023530,1631
A023590,1500
A023600,1499
A023760,1498
A023770,461
A023800,165
A023810,1822
A023900,795
A023910,1506
A023960,1733
A024060,425
A024070,492
A024090,1486
A024110,1485
A024120,55
A024720,1053
A024740,235
A024800,668
A024810,1453
A024830,933
A024840,260
A024850,1388
A024880,435
A024890,234
A024900,31
A024910,787
A024940,1883
A024950,1791
A025000,735
A025320,36
A025440,1451
A025530,322
A025540,798
A025550,555
A025560,1751
A025750,863
A025770,1580
A025820,1793
A025860,930
A025880,977
A025900,1602
A025950,24
A025980,906
A026040,268
A026150,929
A026890,1484
A026940,786
A026960,1061
A027050,981
A027360,647
A027410,1473
A027580,48
A027710,1472
A027740,1358
A027830,745
A027970,1471
A028050,1903
A028080,373
A028100,955
A028260,1597
A028300,1683
A028670,1132
A029460,1511
A029480,1359
A029530,707
A029780,1512
A029960,1572
A030000,1062
A030190,1576
A030200,1719
A030210,103
A030350,1575
A030520,1049
A030530,1749
A030610,1578
A030960,1616
A031310,489
A031330,620
A031430,1060
A031440,680
A031510,746
A031820,1573
A031860,1660
A031980,1973
A032190,872
A032300,901
A032350,307
A032500,418
A032540,637
A032560,1571
A032580,755
A032620,428
A032640,1570
A032680,1360
A032750,407
A032790,1361
A032800,1362
A032820,577
A032830,734
A032850,414
A032860,1363
A032940,1608
A032960,508
A032980,1364
A033100,1033
A033130,641
A033160,1670
A033170,1569
A033180,1365
A033200,1568
A033230,781
A033240,69
A033270,1933
A033290,1574
A033310,1366
A033320,455
A033340,1367
A033500,1672
A033530,107
A033540,1513
A033560,553
A033640,1870
A033780,1590
A033830,859
A033920,1551
A034020,1564
A034120,149
A034220,843
A034230,1477
A034300,138
A034310,1483
A034590,1063
A034730,1767
A034810,1475
A034830,778
A034940,220
A034950,854
A035000,392
A035080,141
A035150,924
A035250,898
A035290,1368
A035420,1863
A035460,1369
A035510,1766
A035600,1474
A035610,480
A035620,1515
A035720,1029
A035760,1514
A035810,1470
A035890,495
A035900,1996
A036000,650
A036010,1649
A036030,380
A036090,1468
A036120,509
A036170,658
A036190,963
A036200,1875
A036420,1658
A036460,1187
A036480,1467
A036530,1313
A036540,1794
A036560,1864
A036570,971
A036580,546
A036620,318
A036630,1370
A036640,438
A036670,925
A036690,790
A036710,1754
A036800,1320
A036810,1961
A036830,1288
A036890,1854
A036930,1971
A037030,788
A037070,1047
A037230,612
A037270,347
A037330,145
A037350,1319
A037370,1647
A037440,37
A037460,317
A037560,962
A037710,900
A037760,749
A037950,576
A038010,90
A038060,170
A038070,713
A038110,368
A038290,842
A038390,242
A038460,1317
A038500,1316
A038530,1357
A038540,1315
A038620,818
A038680,457
A038870,386
A038880,1314
A038950,456
A039010,911
A039020,1312
A039030,1948
A039130,548
A039200,1963
A039240,586
A039290,278
A039310,613
A039340,1304
A039420,483
A039440,1964
A039490,1889
A039560,9
A039570,932
A039610,345
A039830,1311
A039840,1310
A039860,1318
A040160,1289
A040300,1290
A040350,1291
A040420,1190
A040610,682
A040910,297
A041020,1957
A041190,1016
A041440,227
A041460,515
A041510,1874
A041520,1965
A041590,864
A041650,999
A041830,1019
A041910,430
A041920,1809
A041930,166
A041960,807
A042000,21
A042040,1189
A042110,1188
A042370,240
A042420,1846
A042500,1302
A042510,272
A042520,177
A042600,974
A042660,1705
A042670,1293
A042700,1969
A042940,1301
A043090,816
A043150,124
A043220,881
A043260,751
A043340,1458
A043370,1466
A043590,1371
A043610,550
A043650,1465
A043910,846
A044060,1373
A044340,708
A044380,882
A044450,1464
A044490,1374
A044820,1463
A044960,426
A045060,587
A045100,1462
A045300,1461
A045390,215
A045520,123
A045660,311
A045970,285
A046070,324
A046120,352
A046140,396
A046210,44
A046310,1460
A046390,660
A046440,99
A046890,277
A046940,789
A047040,1459
A047050,1997
A047080,120
A047310,1457
A047400,998
A047560,1285
A047770,648
A047810,275
A047820,1375
A047920,1628
A048260,2000
A048410,989
A048430,76
A048530,946
A048550,812
A048770,197
A048870,649
A048910,833
A049070,706
A049080,753
A049120,866
A049180,503
A049430,766
A049480,978
A049520,1819
A049550,516
A049630,1456
A049720,699
A049770,1517
A049800,54
A049830,698
A049950,1949
A049960,203
A050110,1144
A050120,93
A050860,984
A050890,65
A050960,299
A051160,1844
A051360,1070
A051370,1142
A051380,40
A051490,357
A051500,262
A051600,1642
A051630,195
A051780,1234
A051900,30
A051910,1621
A051980,1376
A052020,1377
A052220,784
A052260,710
A052300,1287
A052330,525
A052400,1286
A052420,1378
A052460,327
A052600,62
A052670,1379
A052690,1662
A052710,109
A052790,397
A052860,1752
A052900,574
A053030,1186
A053050,194
A053080,1974
A053160,1830
A053210,1131
A053260,638
A053270,35
A053280,486
A053290,67
A053300,56
A053350,217
A053450,1380
A053580,1236
A053590,1381
A053610,230
A053620,927
A053690,60
A053700,404
A053800,1174
A053950,1231
A053980,349
A054040,367
A054050,522
A054090,269
A054180,1382
A054210,1886
A054450,1717
A054540,1201
A054620,771
A054670,769
A054780,1638
A054800,1224
A054920,626
A054930,28
A054950,1925
A055490,564
A055550,1675
A056080,410
A056090,1383
A056190,1651
A056360,636
A056700,271
A056730,1384
A057030,521
A057050,264
A057540,654
A057680,1760
A057880,1385
A058110,1104
A058400,1083
A058430,1955
A058470,1816
A058610,1722
A058630,1170
A058650,987
A058730,479
A058820,1739
A058850,1172
A058860,1193
A058970,1978
A059090,1913
A059100,403
A059120,1036
A059210,1181
A059270,873
A060150,510
A060230,1452
A060240,1143
A060250,1126
A060280,163
A060310,976
A060370,1956
A060380,1753
A060540,623
A060560,530
A060570,1861
A060590,1579
A060720,1226
A060850,934
A060900,1356
A060980,1567
A061040,401
A061250,1202
A061970,1635
A062860,1355
A063080,725
A063160,844
A063170,38
A063440,1737
A063570,802
A064090,1354
A064240,420
A064260,1015
A064290,1958
A064350,111
A064480,313
A064520,1325
A064550,1195
A064760,439
A064800,836
A064820,1790
A064850,920
A064960,444
A065130,1196
A065150,1198
A065170,1125
A065350,1944
A065370,954
A065440,642
A065450,517
A065510,1643
A065530,132
A065560,1326
A065650,13
A065660,1327
A065680,1166
A065710,1197
A065950,606
A066130,446
A066310,700
A066360,1704
A066410,1328
A066570,691
A066590,571
A066620,241
A066670,904
A066700,1627
A066900,1173
A066910,1175
A066970,1994
A066980,1756
A067000,256
A067080,921
A067160,1695
A067170,485
A067280,970
A067290,1750
A067310,1748
A067370,319
A067390,6
A067570,568
A067630,1235
A067830,1192
A067900,1039
A067920,868
A067990,437
A068050,331
A068240,1764
A068270,717
A068290,720
A068330,743
A068400,1721
A068760,1987
A068790,1010
A068930,154
A069080,1054
A069110,1329
A069260,972
A069410,429
A069460,867
A069510,1178
A069540,1330
A069620,1731
A069640,119
A069730,543
A069920,1331
A069960,1804
A070960,1180
A071050,1177
A071090,353
A071200,1223
A071280,652
A071320,823
A071460,729
A071670,1228
A071840,1820
A071970,1707
A072020,1200
A072130,570
A072470,337
A072710,1182
A072770,1697
A072870,704
A072990,1842
A073010,1755
A073110,416
A073240,1135
A073490,200
A073560,679
A073570,1332
A073640,10
A074430,876
A074600,1732
A074610,89
A075180,1140
A075580,1239
A075970,63
A076080,466
A076610,1238
A077360,965
A077500,907
A077970,97
A078000,768
A078020,400
A078070,1052
A078130,1333
A078140,1970
A078150,1690
A078160,11
A078340,897
A078350,208
A078520,398
A078590,1334
A078600,1984
A078890,1171
A078930,1652
A078940,1335
A079160,1676
A079170,183
A079370,1972
A079430,258
A079550,45
A079810,1976
A079940,1045
A079960,1868
A079970,1169
A079980,961
A080000,780
A080010,1007
A080160,237
A080220,1168
A080420,603
A080470,167
A080520,1167
A080580,4
A080720,68
A081000,207
A081150,1013
A081580,276
A081660,1725
A082210,146
A082270,539
A082640,1230
A082660,1336
A082740,1837
A082800,886
A082850,665
A082920,305
A083310,1966
A083420,504
A083450,1763
A083470,1337
A083500,1700
A083550,64
A083650,214
A083660,1338
A083790,474
A083930,114
A084010,361
A084110,1165
A084180,1661
A084370,1922
A084650,1872
A084670,1164
A084680,159
A084690,915
A084730,1833
A084850,1612
A084990,1243
A085310,1141
A085370,1139
A085620,1138
A085660,1048
A085670,1009
A085810,742
A085910,370
A086040,1137
A086280,246
A086390,1136
A086450,1133
A086520,83
A086670,1161
A086710,164
A086790,1765
A086820,709
A086890,1681
A086900,799
A086960,1339
A086980,547
A087010,1967
A087260,490
A087600,912
A088130,358
A088290,964
A088350,676
A088390,1724
A088800,640
A088910,614
A089010,1843
A089030,1814
A089140,1340
A089150,629
A089230,1227
A089470,333
A089590,1341
A089600,96
A089790,988
A089850,1810
A089890,975
A089970,1225
A089980,826
A090080,308
A090150,764
A090350,931
A090360,1607
A090370,1342
A090410,118
A090430,1865
A090460,801
A090470,1183
A090710,757
A090850,909
A091090,1343
A091120,1747
A091340,216
A091580,1614
A091590,926
A091700,527
A091810,88
A091990,1657
A092040,1860
A092070,1947
A092130,243
A092190,1179
A092200,1000
A092220,224
A092230,560
A092300,409
A092440,1229
A092460,731
A092730,1199
A092780,1003
A092870,1937
A093050,110
A093190,1232
A093230,1344
A093240,160
A093320,1784
A093370,1050
A093520,1176
A093640,445
A093920,395
A094170,940
A094280,958
A094360,1879
A094480,383
A094820,364
A094840,219
A094850,1701
A094860,1577
A094940,928
A094970,1476
A095190,472
A095270,803
A095340,1995
A095500,1585
A095570,1079
A095610,1911
A095660,536
A095700,1043
A095720,1076
A095910,134
A096040,1345
A096240,125
A096350,880
A096530,1885
A096610,1346
A096630,1858
A096640,1347
A096690,1113
A096760,1770
A096770,1989
A097230,959
A097520,150
A097780,1348
A097800,1107
A097870,1082
A097950,1640
A098120,1826
A098460,1084
A099190,1954
A099220,261
A099320,724
A099440,661
A099520,1349
A099750,672
A100030,1112
A100090,1824
A100120,634
A100130,554
A100220,451
A100250,1080
A100590,385
A100660,384
A100700,979
A100790,1116
A100840,828
A101140,1350
A101160,1685
A101170,402
A101240,155
A101330,589
A101360,130
A101390,1351
A101490,1663
A101530,1002
A101670,1352
A101730,1353
A101930,948
A102120,1041
A102260,1111
A102280,1386
A102460,1057
A102710,1845
A102940,609
A103140,621
A103590,694
A103840,1921
A104040,468
A104200,75
A104460,1898
A104480,1730
A104540,1074
A104620,917
A104700,1503
A104830,1495
A105330,279
A105550,1099
A105560,1812
A105630,996
A105740,280
A105840,1037
A106080,1324
A106190,519
A107590,681
A108230,336
A108320,274
A108380,506
A108490,822
A108670,1802
A108860,1919
A109070,1387
A109080,201
A109610,18
A109740,453
A109820,627
A109860,288
A109960,1389
A110790,232
A110990,1908
A111110,338
A111710,356
A111770,715
A112040,874
A112610,329
A113810,252
A114090,831
A114190,1423
A114450,1088
A114630,1087
A114810,1424
A115160,1086
A115180,1425
A115310,625
A115390,1102
A115440,1881
A115450,411
A115480,847
A115500,1094
A115610,1905
A115960,1056
A117580,369
A117730,1952
A118000,1558
A118990,211
A119500,218
A119610,1646
A119650,673
A119830,1831
A119850,482
A119860,226
A120030,1723
A120110,992
A120240,1566
A121440,542
A121600,1983
A121800,1426
A121850,1427
A122310,1561
A122350,95
A122450,544
A122640,1962
A122690,502
A122870,1644
A122900,1478
A122990,737
A123010,1428
A123040,419
A123410,81
A123420,779
A123570,23
A123690,365
A123700,475
A123750,598
A123860,1832
A123890,1480
A124500,1481
A124560,1482
A125210,888
A126340,628
A126560,488
A126600,1011
A126640,47
A126700,1716
A126880,82
A127120,782
A127710,176
A128540,1429
A128660,1516
A128820,355
A128940,1620
A129260,284
A129890,1518
A130500,1547
A130580,810
A130660,1801
A131030,431
A131090,1552
A131100,1430
A131220,1553
A131290,1779
A131370,257
A131400,1431
A131760,1554
A131970,1912
A133750,1555
A133820,131
A134380,1796
A134580,514
A134790,664
A136480,602
A136490,526
A136510,1432
A136540,1103
A137400,1988
A137950,1114
A138040,1800
A138070,583
A138080,266
A138490,765
A138580,701
A138610,1785
A138930,1653
A139050,1433
A139130,1121
A139480,1583
A139670,136
A140070,537
A140410,697
A140520,1072
A140670,1629
A140860,1894
A141000,1828
A141080,1673
A142210,1069
A142280,1067
A142760,137
A143160,1065
A143210,225
A143240,1710
A143540,837
A144510,1645
A144960,372
A145020,1641
A145210,1434
A145720,939
A145990,663
A147760,1323
A147830,460
A148150,186
A148250,121
A149950,1055
A149980,1902
A150840,1435
A150900,923
A151860,202
A151910,1496
A153460,919
A153490,656
A153710,251
A155650,1795
A155660,462
A156100,1787
A158430,721
A159580,376
A159910,1422
A160550,1807
A160600,1436
A160980,1848
A161000,98
A161390,990
A161580,8
A161890,1665
A163560,905
A163730,306
A164060,1492
A166090,1493
A166480,254
A168330,1438
A169330,1120
A170030,148
A170790,887
A170900,891
A170920,292
A171010,1124
A171090,821
A171120,3
A173130,174
A173940,128
A174900,1028
A175140,690
A175250,1145
A175330,1769
A177350,1439
A177830,951
A178320,206
A178780,1440
A178920,631
A179290,696
A179900,1726
A180400,1441
A180640,738
A181340,1442
A181710,1847
A182360,1443
A182400,794
A183190,1160
A183300,1689
A183490,899
A184230,819
A185490,632
A185750,1654
A186230,294
A187220,513
A187270,499
A187420,389
A187870,140
A189300,1855
A189330,122
A189690,50
A189860,412
A189980,100
A190510,1100
A190650,875
A191420,94
A192080,1599
A192250,877
A192400,1152
A192410,1444
A192440,853
A192650,1960
A192820,1893
A193250,323
A194370,551
A194480,678
A194700,1633
A195500,86
A195870,1940
A195990,1123
A196170,1892
A196300,1151
A196450,747
A196490,19
A197140,1789
A198440,286
A199800,1150
A199820,293
A200130,212
A200230,326
A200350,115
A200470,1006
A200670,878
A200710,1890
A200780,178
A200880,973
A201490,610
A203400,916
A203450,785
A203650,199
A203690,1445
A204020,1146
A204270,1901
A204320,477
A204620,997
A204840,1075
A205100,1134
A205470,1718
A205500,813
A206400,1147
A206560,1040
A206640,1853
A206650,1148
A207760,686
A207940,1692
A208140,624
A208340,549
A208370,1446
A208640,1149
A210540,850
A210980,671
A211050,1859
A211270,949
A212560,102
A213420,630
A213500,702
A214150,1155
A214180,1156
A214260,1942
A214270,1447
A214320,1615
A214330,1157
A214370,796
A214390,1639
A214420,20
A214430,1584
A214450,890
A214610,1798
A214680,33
A214870,1448
A215000,601
A215090,1449
A215100,1158
A215200,993
A215360,800
A215600,1450
A215790,27
A216050,565
A216080,1873
A217190,1694
A217270,399
A217330,902
A217500,1159
A217620,1735
A217730,561
A217820,497
A218150,378
A218410,719
A219130,1880
A219420,382
A219550,1437
A220100,1877
A220180,567
A220260,332
A221840,985
A221980,1051
A222040,346
A222080,360
A222110,73
A222420,221
A222800,1888
A222810,1421
A222980,424
A223250,1153
A223310,1420
A224110,105
A225190,1122
A225220,1624
A225530,387
A225570,421
A226320,263
A226330,1929
A226340,1941
A226400,1811
A226440,1419
A226950,1101
A227100,1154
A227840,282
A227950,1390
A228340,572
A228670,1825
A228760,1906
A228850,703
A229000,1162
A229640,1907
A230240,1871
A230360,712
A230980,1491
A232140,1490
A232680,1818
A234080,1489
A234100,143
A234300,442
A234340,1059
A234690,1488
A234920,1391
A235980,1588
A236200,968
A236810,1803
A237690,1674
A237820,5
A237880,695
A238090,1392
A238120,309
A238200,811
A238490,733
A239340,600
A239610,70
A239890,321
A240810,1915
A241520,797
A241560,840
A241590,511
A241690,390
A241710,1744
A241770,953
A241790,209
A241820,1671
A241840,139
A242040,1897
A243070,1669
A243840,1771
A244460,32
A244920,545
A245620,758
A246690,469
A246710,1823
A246720,1372
A246960,505
A247540,1985
A247660,1393
A248070,1321
A248170,689
A249420,1849
A250000,77
A250060,1494
A251270,1776
A251370,1046
A251630,1066
A251970,1876
A252500,861
A252990,1068
A253450,1768
A253590,1782
A253840,1891
A254120,1968
A255220,158
A255440,1071
A256150,523
A256630,728
A256840,1073
A256940,1117
A257370,1394
A258610,597
A258830,39
A259630,1118
A260660,1008
A260930,806
A260970,1556
A261200,133
A262260,1032
A262840,434
A263020,245
A263050,1021
A263540,1395
A263600,1834
A263690,1044
A263700,413
A263720,173
A263750,1918
A263770,1808
A263800,343
A263810,51
A263860,1786
A263920,1396
A264450,835
A264660,1852
A264850,273
A264900,528
A265520,1715
A265560,1454
A265740,334
A267250,1593
A267260,1656
A267270,106
A267290,722
A267320,1759
A267790,1023
A267850,362
A267980,1562
A268280,342
A268600,1397
A269620,1398
A270520,29
A270660,848
A270870,91
A271560,727
A271980,204
A272110,1625
A272210,1479
A272290,1924
A272450,175
A272550,893
A273060,71
A274090,825
A276730,581
A277070,142
A277410,287
A277810,1895
A277880,824
A278280,335
A278650,348
A279600,1838
A280360,1560
A281740,716
A281820,1836
A282330,889
A282690,283
A282880,1605
A284620,1399
A284740,845
A285130,1592
A285490,711
A286750,1563
A286940,1520
A287410,1923
A288330,1581
A288620,205
A289010,1548
A289080,1557
A289220,1565
A290120,66
A290380,1400
A290520,476
A290550,79
A290650,1998
A290670,259
A290690,92
A290720,228
A290740,1085
A291230,1401
A291650,1020
A293480,1089
A293490,1711
A293580,1090
A293780,1932
A294090,1091
A294140,57
A294570,1835
A294630,1931
A294870,714
A297090,538
A297570,748
A297890,2
A298000,423
A298020,41
A298040,1799
A298050,1092
A298060,1402
A298380,1093
A298540,559
A298690,1403
A299030,1887
A299170,666
A299660,330
A299900,943
A300080,1926
A300120,1637
A300720,1559
A301300,617
A302430,1095
A302440,1096
A302550,967
A303030,467
A303360,1404
A304100,1951
A304840,762
A305090,1097
A306040,304
A306200,1613
A306620,196
A307180,1098
A307280,643
A307750,1878
A307870,1405
A307930,1788
A307950,298
A308100,101
A308170,832
A309930,1781
A310200,443
A311390,315
A311690,1119
A312610,950
A313760,1930
A314130,116
A314930,1938
A316140,1497
A317120,450
A317240,756
A317330,892
A317400,371
A317530,162
A317690,1534
A317770,7
A317830,1693
A317850,25
A317870,1904
A318000,74
A318010,773
A318020,1406
A318410,1108
A319400,340
A319660,1829
A320000,491
A321260,1698
A321550,936
A322000,179
A322180,1928
A322310,1850
A322510,1981
A322780,1851
A323280,1407
A323990,1821
A326030,1805
A327260,359
A330350,739
A330860,1840
A331520,1408
A332290,1409
A332370,584
A332570,1920
A333430,448
A333620,1081
A334970,1772
A335810,1077
A335890,1869
A336060,1410
A336260,265
A336370,820
A336570,1411
A337930,447
A338220,1934
A339770,316
A339950,222
A340440,1412
A340570,1078
A340930,1110
A344820,1596
A347700,1106
A347740,1734
A347770,1950
A347860,1909
A347890,501
A348030,310
A348150,1109
A348210,1900
A348350,1115
A351320,193
A351330,763
A352480,730
A352700,633
A352770,78
A352820,1617
A352940,1064
A353190,657
A353200,1990
A353810,1001
A354200,1679
A355150,1413
A356860,1105
A356890,1038
A357230,774
A357550,1630
A357780,1914
A359090,1414
A361390,244
A361610,1813
A363250,718
A363260,1415
A363280,171
A365590,1416
A368770,1417
A369370,1418
A373200,1322
A375500,944
A378850,481
A383220,507
A383310,1986
A383800,1636
