종목코드,순위
A005740,1332
A005750,1408
A005800,1645
A005810,1658
A005820,1647
A005830,1688
A005850,285
A005860,1708
A005870,1381
A005880,622
A005930,371
A005940,397
A005950,1059
A005960,605
A005990,1149
A006040,1565
A006050,1307
A006060,1586
A006090,355
A006110,294
A006120,540
A006140,27
A006200,1059
A006220,1928
A006260,1882
A006280,1632
A006340,1505
A006360,1548
A006370,467
A006390,549
A006400,413
A006490,1879
A006570,270
A006580,1059
A006620,1687
A006650,758
A006660,1248
A006730,1190
A006740,104
A006800,407
A006840,1158
A006880,1136
A006890,1120
A006910,819
A006980,905
A007070,1740
A007110,1437
A007120,97
A007160,1743
A007210,1416
A007280,1365
A007310,527
A007330,749
A007340,472
A007370,558
A007390,1711
A007460,1059
A007530,916
A007540,1790
A007570,754
A007590,536
A007610,1059
A007660,72
A007680,966
A007690,1000
A007700,1498
A007720,1407
A007770,1787
A007810,280
A007820,835
A007860,1601
A007980,1059
A008040,1568
A008060,507
A008110,721
A008250,799
A008260,1689
A008350,1553
A008370,1469
A008420,1059
A008490,1641
A008700,802
A008730,1679
A008770,1499
A008830,436
A008870,1881
A008930,1875
A008970,1564
A009070,1958
A009150,290
A009160,1866
A009180,1900
A009190,658
A009200,1362
A009240,1254
A009270,1821
A009290,503
A009300,384
A009320,1059
A009410,1476
A009420,1540
A009440,112
A009450,1371
A009460,1210
A009470,133
A009520,79
A009540,266
A009580,1523
A009620,1355
A009680,1313
A009730,896
A009770,439
A009780,1386
A009810,631
A009830,27
A009900,167
A009970,607
A010040,1620
A010050,1767
A010060,1818
A010100,1978
A010120,990
A010130,793
A010140,628
A010170,1059
A010240,592
A010280,1936
A010470,1510
A010580,1059
A010600,102
A010620,345
A010640,1817
A010660,78
A010690,227
A010770,1446
A010780,857
A010820,153
A010950,489
A010960,1353
A011000,1742
A011040,1547
A011070,640
A011150,1485
A011170,1323
A011200,1812
A011210,663
A011230,755
A011280,229
A011300,182
A011320,1168
A011330,1441
A011370,1508
A011390,1141
A011420,883
A011500,1757
A011560,510
A011690,171
A011700,1277
A011760,1217
A011780,1694
A011790,633
A011810,1984
A011930,656
A012030,617
A012160,604
A012170,514
A012200,268
A012280,542
A012320,374
A012330,727
A012340,1507
A012450,890
A012510,1525
A012600,1059
A012610,994
A012630,960
A012690,178
A012700,1117
A012750,1737
A012790,346
A012800,1853
A012860,1995
A013030,632
A013120,1253
A013310,67
A013360,1412
A013520,814
A013570,881
A013580,1560
A013700,1482
A013720,378
A013810,128
A013870,1176
A013890,801
A013990,1185
A014130,1249
A014160,1318
A014190,1017
A014200,1059
A014280,1278
A014440,1157
A014470,1059
A014530,914
A014570,27
A014580,1719
A014620,1417
A014680,1356
A014710,1305
A014790,27
A014820,1349
A014830,552
A014910,1770
A014940,1673
A014970,996
A014990,298
A015230,1806
A015260,1920
A015360,1151
A015540,1059
A015590,113
A015710,965
A015750,158
A015760,1750
A015860,1255
A015890,1831
A016090,1059
A016100,1328
A016250,715
A016360,532
A016380,1865
A016450,1296
A016580,1404
A016590,1993
A016600,1769
A016610,1109
A016710,1999
A016740,231
A016790,1972
A016800,541
A016880,1754
A017000,180
A017040,1238
A017180,912
A017370,321
A017390,385
A017480,1173
A017510,1207
A017550,1492
A017650,517
A017670,690
A017800,215
A017810,635
A017890,813
A017900,89
A017940,743
A017960,1667
A018000,1631
A018120,958
A018250,587
A018260,820
A018290,468
A018310,546
A018470,529
A018500,1059
A018620,1656
A018670,1815
A018680,27
A018700,762
A018880,1280
A019010,828
A019170,1637
A019180,1986
A019210,781
A019440,1451
A019540,123
A019550,816
A019570,654
A019590,1567
A019660,1506
A019680,1360
A019770,1300
A019990,812
A020000,1527
A020120,649
A020150,1579
A020560,1500
A020710,131
A020760,615
A021050,998
A021080,1526
A021240,1450
A021320,1199
A021650,898
A021820,342
A021880,432
A022100,1709
A022220,311
A023000,1059
A023150,864
A023160,1763
A023350,900
A023410,543
A023440,1988
A023450,1625
A023460,265
A023530,1501
A023590,739
A023600,1655
A023760,1241
A023770,1894
A023800,519
A023810,1663
A023900,913
A023910,1299
A023960,1623
A024060,1215
A024070,1224
A024090,1570
A024110,1144
A024120,1122
A024720,915
A024740,192
A024800,1059
A024810,69
A024830,1265
A024840,538
A024850,1104
A024880,643
A024890,244
A024900,1974
A024910,198
A024940,733
A024950,27
A025000,27
A025320,1262
A025440,1965
A025530,56
A025540,891
A025550,790
A025560,1977
A025750,361
A025770,496
A025820,1899
A025860,992
A025880,1924
A025900,745
A025950,569
A025980,1606
A026040,845
A026150,335
A026890,1409
A026940,789
A026960,1373
A027050,1494
A027360,288
A027410,1940
A027580,1607
A027710,212
A027740,1324
A027830,1059
A027970,1889
A028050,1555
A028080,1576
A028100,411
A028260,708
A028300,737
A028670,1857
A029460,800
A029480,1976
A029530,544
A029780,1101
A029960,581
A030000,1730
A030190,1785
A030200,832
A030210,1942
A030350,520
A030520,684
A030530,679
A030610,852
A030960,287
A031310,1431
A031330,725
A031430,1789
A031440,1644
A031510,804
A031820,419
A031860,1851
A031980,124
A032190,93
A032300,1618
A032350,27
A032500,630
A032540,524
A032560,1804
A032580,57
A032620,1059
A032640,971
A032680,403
A032750,27
A032790,27
A032800,880
A032820,440
A032830,1582
A032850,460
A032860,1059
A032940,1266
A032960,556
A032980,247
A033100,1877
A033130,774
A033160,471
A033170,164
A033180,1059
A033200,795
A033230,267
A033240,1338
A033270,1678
A033290,847
A033310,1242
A033320,276
A033340,1059
A033500,1236
A033530,1398
A033540,1946
A033560,1059
A033640,589
A033780,1552
A033830,645
A033920,1165
A034020,620
A034120,1772
A034220,301
A034230,1154
A034300,917
A034310,1377
A034590,894
A034730,786
A034810,753
A034830,837
A034940,1448
A034950,1263
A035000,1816
A035080,114
A035150,1828
A035250,1712
A035290,1662
A035420,764
A035460,850
A035510,1829
A035600,487
A035610,1347
A035620,461
A035720,1453
A035760,516
A035810,1871
A035890,213
A035900,91
A036000,1297
A036010,87
A036030,1343
A036090,692
A036120,939
A036170,73
A036190,579
A036200,257
A036420,448
A036460,1428
A036480,163
A036530,1229
A036540,318
A036560,949
A036570,1838
A036580,719
A036620,81
A036630,769
A036640,1676
A036670,1859
A036690,638
A036710,156
A036800,1801
A036810,362
A036830,425
A036890,1728
A036930,484
A037030,985
A037070,1378
A037230,697
A037270,142
A037330,139
A037350,875
A037370,1635
A037440,1819
A037460,909
A037560,169
A037710,534
A037760,1869
A037950,621
A038010,329
A038060,100
A038070,1515
A038110,1364
A038290,981
A038390,1724
A038460,279
A038500,1269
A038530,1059
A038540,235
A038620,1518
A038680,1396
A038870,505
A038880,709
A038950,822
A039010,940
A039020,1155
A039030,307
A039130,1118
A039200,359
A039240,1197
A039290,729
A039310,1592
A039340,1133
A039420,1944
A039440,563
A039490,310
A039560,1590
A039570,1124
A039610,1303
A039830,1311
A039840,1762
A039860,945
A040160,379
A040300,594
A040350,459
A040420,1112
A040610,1467
A040910,1793
A041020,85
A041190,606
A041440,590
A041460,702
A041510,1520
A041520,383
A041590,1153
A041650,186
A041830,1733
A041910,1105
A041920,1108
A041930,381
A041960,1244
A042000,597
A042040,1059
A042110,1964
A042370,1291
A042420,624
A042500,957
A042510,1864
A042520,1615
A042600,152
A042660,401
A042670,1703
A042700,83
A042940,395
A043090,1997
A043150,1971
A043220,1786
A043260,264
A043340,1834
A043370,121
A043590,1721
A043610,1597
A043650,893
A043910,618
A044060,1059
A044340,1403
A044380,1539
A044450,331
A044490,978
A044820,955
A044960,405
A045060,277
A045100,453
A045300,130
A045390,1289
A045520,863
A045660,388
A045970,125
A046070,211
A046120,713
A046140,1873
A046210,1707
A046310,627
A046390,1887
A046440,1302
A046890,246
A046940,1148
A047040,1321
A047050,348
A047080,895
A047310,291
A047400,1951
A047560,84
A047770,325
A047810,705
A047820,27
A047920,1444
A048260,1162
A048410,962
A048430,1182
A048530,1142
A048550,669
A048770,688
A048870,1921
A048910,286
A049070,829
A049080,170
A049120,1306
A049180,901
A049430,414
A049480,603
A049520,1395
A049550,1891
A049630,1841
A049720,1803
A049770,1250
A049800,1633
A049830,833
A049950,665
A049960,948
A050110,1383
A050120,1208
A050860,221
A050890,319
A050960,27
A051160,27
A051360,476
A051370,175
A051380,328
A051490,263
A051500,1850
A051600,1613
A051630,1825
A051780,398
A051900,554
A051910,27
A051980,866
A052020,664
A052220,676
A052260,1611
A052300,190
A052330,437
A052400,564
A052420,236
A052460,146
A052600,924
A052670,1491
A052690,608
A052710,1983
A052790,1218
A052860,1431
A052900,269
A053030,1472
A053050,1969
A053080,1545
A053160,302
A053210,1778
A053260,501
A053270,282
A053280,1246
A053290,768
A053300,1102
A053350,647
A053450,239
A053580,1628
A053590,1059
A053610,242
A053620,942
A053690,1749
A053700,1814
A053800,1160
A053950,1376
A053980,1198
A054040,1059
A054050,1650
A054090,671
A054180,583
A054210,976
A054450,456
A054540,1380
A054620,1587
A054670,1281
A054780,908
A054800,944
A054920,27
A054930,1795
A054950,400
A055490,1741
A055550,1298
A056080,1440
A056090,1059
A056190,862
A056360,1059
A056700,1546
A056730,1700
A057030,873
A057050,1535
A057540,1970
A057680,248
A057880,1059
A058110,144
A058400,1003
A058430,1840
A058470,988
A058610,571
A058630,1257
A058650,1504
A058730,935
A058820,284
A058850,1454
A058860,744
A058970,1915
A059090,27
A059100,929
A059120,219
A059210,64
A059270,108
A060150,1002
A060230,197
A060240,1231
A060250,701
A060280,1191
A060310,66
A060370,429
A060380,1452
A060540,1123
A060560,1941
A060570,1059
A060590,420
A060720,232
A060850,27
A060900,332
A060980,530
A061040,964
A061250,720
A061970,253
A062860,1059
A063080,27
A063160,1405
A063170,686
A063440,889
A063570,1423
A064090,1916
A064240,860
A064260,150
A064290,360
A064350,1782
A064480,732
A064520,1424
A064550,457
A064760,483
A064800,1447
A064820,187
A064850,1419
A064960,500
A065130,370
A065150,452
A065170,1588
A065350,450
A065370,735
A065440,27
A065450,680
A065510,531
A065530,1516
A065560,1059
A065650,1368
A065660,1729
A065680,336
A065710,1714
A065950,208
A066130,1268
A066310,409
A066360,831
A066410,1059
A066570,509
A066590,281
A066620,931
A066670,1247
A066700,941
A066900,853
A066910,646
A066970,670
A066980,27
A067000,1401
A067080,1739
A067160,1766
A067170,848
A067280,1591
A067290,1156
A067310,216
A067370,1672
A067390,1614
A067570,1418
A067630,1382
A067830,1950
A067900,1243
A067920,1666
A067990,700
A068050,1906
A068240,574
A068270,950
A068290,1537
A068330,203
A068400,220
A068760,557
A068790,1768
A068930,1599
A069080,1827
A069110,1059
A069260,983
A069410,145
A069460,312
A069510,1832
A069540,27
A069620,1189
A069640,27
A069730,1912
A069920,1930
A069960,1174
A070960,1259
A071050,1519
A071090,698
A071200,783
A071280,756
A071320,1385
A071460,1426
A071670,308
A071840,1183
A071970,27
A072020,508
A072130,710
A072470,1252
A072710,1110
A072770,174
A072870,1319
A072990,602
A073010,1283
A073110,925
A073240,1326
A073490,661
A073560,1464
A073570,810
A073640,792
A074430,1449
A074600,309
A074610,619
A075180,561
A075580,1682
A075970,1214
A076080,1863
A076610,1388
A077360,426
A077500,259
A077970,373
A078000,1327
A078020,1059
A078070,757
A078130,1059
A078140,995
A078150,122
A078160,970
A078340,1493
A078350,75
A078520,1006
A078590,1059
A078600,1128
A078890,728
A078930,1013
A078940,94
A079160,339
A079170,1780
A079370,137
A079430,1126
A079550,1589
A079810,240
A079940,1710
A079960,613
A079970,506
A079980,823
A080000,118
A080010,376
A080160,1228
A080220,217
A080420,27
A080470,600
A080520,364
A080580,1609
A080720,1400
A081000,683
A081150,1922
A081580,1531
A081660,1320
A082210,185
A082270,435
A082640,1146
A082660,1982
A082740,724
A082800,27
A082850,1937
A082920,243
A083310,559
A083420,1471
A083450,245
A083470,1926
A083500,418
A083550,907
A083650,226
A083660,61
A083790,27
A083930,404
A084010,1163
A084110,511
A084180,434
A084370,445
A084650,1430
A084670,306
A084680,1344
A084690,1544
A084730,1129
A084850,1196
A084990,968
A085310,1059
A085370,424
A085620,183
A085660,1113
A085670,428
A085810,1888
A085910,1411
A086040,886
A086280,1350
A086390,475
A086450,548
A086520,2000
A086670,973
A086710,126
A086790,1294
A086820,1116
A086890,1361
A086900,1566
A086960,27
A086980,777
A087010,1239
A087260,1059
A087600,1271
A088130,1139
A088290,1929
A088350,1456
A088390,1723
A088800,1893
A088910,1340
A089010,417
A089030,313
A089140,1833
A089150,817
A089230,1705
A089470,1421
A089590,1562
A089600,1487
A089790,703
A089850,918
A089890,480
A089970,151
A089980,868
A090080,463
A090150,249
A090350,1287
A090360,1732
A090370,27
A090410,1285
A090430,910
A090460,389
A090470,1810
A090710,1462
A090850,1744
A091090,1059
A091120,787
A091340,1938
A091580,1677
A091590,1490
A091700,194
A091810,666
A091990,1011
A092040,474
A092070,551
A092130,1345
A092190,98
A092200,1903
A092220,809
A092230,1413
A092300,316
A092440,1245
A092460,1961
A092730,1427
A092780,1251
A092870,256
A093050,1720
A093190,1702
A093230,1948
A093240,106
A093320,1477
A093370,717
A093520,59
A093640,127
A093920,1059
A094170,1755
A094280,765
A094360,80
A094480,1213
A094820,504
A094840,938
A094850,1059
A094860,372
A094940,1596
A094970,1325
A095190,920
A095270,410
A095340,92
A095500,193
A095570,1177
A095610,408
A095660,449
A095700,736
A095720,660
A095910,1880
A096040,86
A096240,1346
A096350,576
A096530,798
A096610,1963
A096630,599
A096640,1059
A096690,1844
A096760,1375
A096770,779
A097230,1195
A097520,582
A097780,830
A097800,76
A097870,1127
A097950,1534
A098120,237
A098460,687
A099190,27
A099220,788
A099320,1652
A099440,223
A099520,1059
A099750,423
A100030,1584
A100090,648
A100120,773
A100130,1904
A100220,1797
A100250,859
A100590,1150
A100660,352
A100700,199
A100790,767
A100840,1878
A101140,1059
A101160,103
A101170,351
A101240,393
A101330,1960
A101360,27
A101390,807
A101490,375
A101530,888
A101670,521
A101730,1959
A101930,596
A102120,368
A102260,892
A102280,1059
A102460,1713
A102710,350
A102940,1479
A103140,1736
A103590,1593
A103840,206
A104040,172
A104200,884
A104460,1998
A104480,1312
A104540,1735
A104620,731
A104700,1455
A104830,427
A105330,834
A105550,1223
A105560,1145
A105630,1630
A105740,1226
A105840,518
A106080,794
A106190,1897
A107590,1439
A108230,498
A108320,334
A108380,464
A108490,1699
A108670,473
A108860,1680
A109070,1059
A109080,840
A109610,162
A109740,625
A109820,650
A109860,1256
A109960,1475
A110790,626
A110990,751
A111110,932
A111710,1143
A111770,1585
A112040,1914
A112610,651
A113810,101
A114090,341
A114190,258
A114450,1474
A114630,1059
A114810,273
A115160,522
A115180,1788
A115310,1980
A115390,1179
A115440,1372
A115450,135
A115480,1352
A115500,775
A115610,132
A115960,1008
A117580,1870
A117730,391
A118000,478
A118990,824
A119500,1379
A119610,1598
A119650,987
A119830,234
A119850,138
A119860,1577
A120030,575
A120110,494
A120240,1384
A121440,1892
A121600,497
A121800,1059
A121850,1992
A122310,984
A122350,742
A122450,1901
A122640,993
A122690,1470
A122870,62
A122900,870
A122990,241
A123010,642
A123040,1391
A123410,314
A123420,1943
A123570,1556
A123690,1202
A123700,74
A123750,662
A123860,233
A123890,855
A124500,878
A124560,953
A125210,1783
A126340,1258
A126560,1514
A126600,1610
A126640,1726
A126700,422
A126880,1704
A127120,188
A127710,598
A128540,1175
A128660,1059
A128820,1952
A128940,1836
A129260,874
A129890,1370
A130500,1329
A130580,903
A130660,851
A131030,1671
A131090,1847
A131100,672
A131220,402
A131290,195
A131370,1233
A131400,166
A131760,533
A131970,292
A133750,1222
A133820,1835
A134380,1293
A134580,1799
A134790,1575
A136480,747
A136490,1260
A136510,1059
A136540,1131
A137400,726
A137950,1336
A138040,1221
A138070,1059
A138080,1460
A138490,1261
A138580,1581
A138610,1497
A138930,877
A139050,667
A139130,430
A139480,1913
A139670,580
A140070,105
A140410,1860
A140520,168
A140670,1697
A140860,386
A141000,1867
A141080,1425
A142210,759
A142280,906
A142760,1018
A143160,952
A143210,1004
A143240,716
A143540,1059
A144510,560
A144960,95
A145020,714
A145210,107
A145720,1939
A145990,1764
A147760,951
A147830,1954
A148150,369
A148250,856
A149950,502
A149980,1420
A150840,1059
A150900,1140
A151860,27
A151910,1843
A153460,1622
A153490,512
A153710,937
A155650,499
A155660,1886
A156100,1994
A158430,479
A159580,1119
A159910,1554
A160550,470
A160600,1059
A160980,344
A161000,438
A161390,1571
A161580,477
A161890,1513
A163560,595
A163730,750
A164060,1876
A166090,289
A166480,1826
A168330,681
A169330,827
A170030,1823
A170790,1357
A170900,982
A170920,1752
A171010,416
A171090,1211
A171120,228
A173130,1608
A173940,358
A174900,262
A175140,1059
A175250,1791
A175330,780
A177350,324
A177830,790
A178320,844
A178780,1059
A178920,295
A179290,1987
A179900,1578
A180400,337
A180640,340
A181340,1059
A181710,1522
A182360,1861
A182400,254
A183190,545
A183300,315
A183490,763
A184230,1659
A185490,989
A185750,954
A186230,999
A187220,1341
A187270,1429
A187420,644
A187870,444
A189300,1459
A189330,99
A189690,876
A189860,1466
A189980,207
A190510,412
A190650,1483
A191420,1776
A192080,1779
A192250,447
A192400,1337
A192410,694
A192440,462
A192650,1771
A192820,466
A193250,525
A194370,1169
A194480,1911
A194700,1367
A195500,567
A195870,320
A195990,366
A196170,553
A196300,785
A196450,593
A196490,826
A197140,261
A198440,1393
A199800,1310
A199820,465
A200130,1517
A200230,1443
A200350,200
A200470,176
A200670,293
A200710,338
A200780,706
A200880,179
A201490,1445
A203400,1822
A203450,275
A203650,1339
A203690,1957
A204020,205
A204270,1164
A204320,387
A204620,1059
A204840,1059
A205100,160
A205470,1574
A205500,1488
A206400,1962
A206560,1747
A206640,1334
A206650,772
A207760,565
A207940,1121
A208140,323
A208340,682
A208370,1759
A208640,572
A210540,562
A210980,1868
A211050,252
A211270,1956
A212560,70
A213420,317
A213500,897
A214150,547
A214180,963
A214260,27
A214270,191
A214320,1626
A214330,1651
A214370,1830
A214390,634
A214420,1304
A214430,255
A214450,363
A214610,1809
A214680,63
A214870,1059
A215000,1773
A215090,1059
A215100,927
A215200,390
A215360,1718
A215600,933
A215790,1219
A216050,674
A216080,919
A217190,68
A217270,696
A217330,1106
A217500,129
A217620,354
A217730,1014
A217820,784
A218150,209
A218410,27
A219130,1205
A219420,154
A219550,90
A220100,1308
A220180,27
A220260,1468
A221840,1203
A221980,1331
A222040,201
A222080,841
A222110,1390
A222420,734
A222800,214
A222810,657
A222980,882
A223250,1434
A223310,1059
A224110,149
A225190,1561
A225220,1923
A225530,1442
A225570,1653
A226320,946
A226330,274
A226340,1059
A226400,1945
A226440,1059
A226950,1746
A227100,134
A227840,979
A227950,1981
A228340,693
A228670,490
A228760,343
A228850,956
A229000,746
A229640,1784
A230240,27
A230360,836
A230980,77
A232140,555
A232680,27
A234080,677
A234100,347
A234300,1341
A234340,782
A234690,1059
A234920,71
A235980,570
A236200,515
A236810,392
A237690,1512
A237820,1802
A237880,1627
A238090,1059
A238120,1800
A238200,943
A238490,88
A239340,578
A239610,778
A239890,377
A240810,250
A241520,1272
A241560,469
A241590,1621
A241690,991
A241710,65
A241770,458
A241790,278
A241820,528
A241840,1634
A242040,771
A243070,1010
A243840,27
A244460,1603
A244920,1917
A245620,616
A246690,27
A246710,1550
A246720,904
A246960,761
A247540,27
A247660,196
A248070,1171
A248170,1674
A249420,1594
A250000,1756
A250060,325
A251270,1932
A251370,1267
A251630,184
A251970,225
A252500,818
A252990,230
A253450,491
A253590,689
A253840,1701
A254120,1931
A255220,441
A255440,380
A256150,934
A256630,838
A256840,947
A256940,967
A257370,1059
A258610,1975
A258830,1927
A259630,27
A260660,1642
A260930,911
A260970,1751
A261200,1639
A262260,513
A262840,27
A263020,1636
A263050,1856
A263540,1059
A263600,1335
A263690,1862
A263700,1738
A263720,695
A263750,526
A263770,159
A263800,27
A263810,147
A263860,136
A263920,1059
A264450,770
A264660,1775
A264850,1359
A264900,1715
A265520,433
A265560,1194
A265740,1433
A267250,1111
A267260,1138
A267270,1820
A267290,1716
A267320,1363
A267790,1638
A267850,1696
A267980,972
A268280,637
A268600,1059
A269620,1059
A270520,1991
A270660,1458
A270870,1132
A271560,1905
A271980,1624
A272110,82
A272210,923
A272290,27
A272450,1805
A272550,1706
A273060,704
A274090,1683
A276730,1910
A277070,27
A277410,495
A277810,1309
A277880,1152
A278280,27
A278650,224
A279600,1511
A280360,1005
A281740,1968
A281820,327
A282330,1351
A282690,1580
A282880,454
A284620,1966
A284740,760
A285130,673
A285490,723
A286750,115
A286940,811
A287410,839
A288330,1807
A288620,1616
A289010,718
A289080,591
A289220,1619
A290120,1170
A290380,1059
A290520,271
A290550,421
A290650,304
A290670,1399
A290690,54
A290720,1415
A290740,537
A291230,1348
A291650,766
A293480,1125
A293490,865
A293580,1665
A293780,815
A294090,283
A294140,566
A294570,797
A294630,1898
A294870,1282
A297090,1669
A297570,584
A297890,218
A298000,1643
A298020,1532
A298040,1463
A298050,431
A298060,1009
A298380,614
A298540,1695
A298690,1848
A299030,1317
A299170,1478
A299660,1551
A299900,399
A300080,1387
A300120,1172
A300720,977
A301300,1796
A302430,1184
A302440,641
A302550,730
A303030,1461
A303360,1855
A304100,1845
A304840,415
A305090,1813
A306040,1646
A306200,1731
A306620,1059
A307180,1235
A307280,251
A307750,974
A307870,1536
A307930,612
A307950,825
A308100,394
A308170,805
A309930,120
A310200,1953
A311390,1839
A311690,1935
A312610,1896
A313760,1884
A314130,1690
A314930,577
A316140,1159
A317120,365
A317240,300
A317330,711
A317400,1883
A317530,165
A317690,1895
A317770,1758
A317830,1465
A317850,189
A317870,1572
A318000,1996
A318010,406
A318020,1059
A318410,222
A319400,1486
A319660,691
A320000,535
A321260,148
A321550,722
A322000,668
A322180,871
A322310,27
A322510,55
A322780,1852
A323280,140
A323990,585
A326030,1193
A327260,27
A330350,1237
A330860,333
A331520,1484
A332290,58
A332370,611
A332570,173
A333430,486
A333620,27
A334970,27
A335810,741
A335890,1374
A336060,1295
A336260,854
A336370,27
A336570,1354
A337930,1103
A338220,119
A339770,986
A339950,752
A340440,1934
A340570,210
A340930,1745
A344820,523
A347700,806
A347740,1227
A347770,842
A347860,1753
A347890,1717
A348030,1435
A348150,609
A348210,157
A348350,997
A351320,1188
A351330,1402
A352480,117
A352700,1206
A352770,1985
A352820,177
A352940,143
A353190,155
A353200,161
A353810,1955
A354200,846
A355150,1389
A356860,181
A356890,712
A357230,356
A357550,675
A357780,485
A359090,1872
A361390,1675
A361610,493
A363250,116
A363260,1481
A363280,1657
A365590,652
A368770,1692
A369370,588
A373200,629
A375500,1200
A378850,1301
A383220,1748
A383310,748
A383800,1137
