일자,종목코드,종목명,거래량,시가,고가,저가,종가
20230531,A005070,코스모신소재,2396165,173300,178700,169500,178700
20230531,A010140,삼성중공업,4437213,6190,6200,6080,6120
20230531,A012450,한화에어로스페이스,3792605,105600,107800,104100,106100
20230531,A241560,두산밥캣,354469,53000,54700,53000,53500
20230531,A047050,포스코인터내셔널,6480684,30150,30650,29500,30100
20230531,A005830,DB손해보험,720650,75200,76400,73700,74000
20230531,A271560,오리온,213640,126100,129900,126100,129200
20230531,A047810,한국항공우주,552403,51800,52300,51500,51500
20230531,A018880,한온시스템,1391416,9380,9520,9380,9380
20230531,A383220,F&F,248534,131100,132400,128200,129400
20230531,A032640,LG유플러스,2415024,11320,11320,11210,11240
20230531,A251270,넷마블,368813,56300,57100,55900,55900
20230531,A097950,CJ제일제당,74942,316000,317500,310000,310000
20230531,A000100,유한양행,358705,59700,60100,58700,59300
20230531,A028300,HLB,856500,37150,37950,36900,37000
20230531,A267250,HD현대,733227,57700,58200,57100,57100
20230531,A006800,미래에셋증권,2722733,7250,7400,7220,7300
20230531,A004020,현대제철,856390,33400,33450,32600,32600
20230531,A035900,JYP Ent.,867700,120100,126600,118400,122000
20230531,A161390,한국타이어앤테크놀로지,562787,34750,35450,34500,34500
20230531,A000720,현대건설,674765,39000,39100,38300,38300
20230531,A035250,강원랜드,868488,18340,18570,18230,18230
20230531,A011780,금호석유,166314,127800,128600,126900,126900
20230531,A128940,한미약품,45899,291000,296000,290500,292500
20230531,A011790,SKC,358372,95600,96700,94700,94900
20230531,A078930,GS,509695,39300,39300,38450,38500
20230531,A021240,코웨이,461000,48000,48900,47900,48150
20230531,A029780,삼성카드,60085,30200,30350,30050,30050
20230531,A307950,현대오토에버,45077,122500,126800,122500,126000
20230531,A180640,한진칼,1064837,45850,52800,45550,50800
20230531,A064350,현대로템,743775,31300,31500,30950,30950
20230531,A068760,셀트리온제약,130645,85400,86400,84800,85200
20230531,A112610,씨에스윈드,296134,80400,80500,79000,79000
20230531,A005940,NH투자증권,2671474,9720,9990,9670,9990
20230531,A282330,BGF리테일,93134,181900,190800,181900,190400
20230531,A016360,삼성증권,980248,36150,36900,36150,36750
20230531,A263750,펄어비스,1221791,46450,51200,46400,49900
20230531,A293490,카카오게임즈,248482,38900,39400,38750,38850
20230531,A071050,한국금융지주,362799,55500,56400,55400,55400
20230531,A042660,대우조선해양,480903,28700,28950,28000,28350
20230531,A008770,호텔신라,746204,79700,80400,76600,77200
20230531,A010620,현대미포조선,489973,77000,77100,74600,74600
20230531,A004990,롯데지주,138329,28500,28750,28200,28200
20230531,A001450,현대해상,486216,32650,33450,32650,32800
20230531,A003410,쌍용C&E,456853,5850,5870,5770,5810
20230531,A048260,오스템임플란트,1875,187200,187500,187100,187400
20230531,A001570,금양,1093217,49050,49350,47700,48250
20230531,A000990,DB하이텍,769604,62000,62200,60300,60400
20230531,A004370,농심,28627,430000,448000,429000,439000
20230531,A272210,한화시스템,546601,14020,14160,13940,14080
20230531,A006260,LS,130531,83100,84100,81900,82100
20230531,A020150,롯데에너지머티리얼즈,331744,57300,58400,57300,57300
20230531,A014680,한솔케미칼,61428,231500,234000,229500,231500
20230531,A041510,에스엠,574950,110300,114900,109500,109700
20230531,A007070,GS리테일,314865,24700,25250,24700,24850
20230531,A196170,알테오젠,1745524,46200,51500,46050,50500
20230531,A001040,CJ,206805,88300,89900,88200,88600
20230531,A042700,한미반도체,5339568,27200,28350,26050,26550
20230531,A052690,한전기술,53466,66900,67700,66600,66800
20230531,A008930,한미사이언스,117036,36000,36500,35550,36150
20230531,A028670,팬오션,3378307,4740,4805,4710,4710
20230531,A039490,키움증권,59148,94600,95600,93800,93800
20230531,A036460,한국가스공사,286078,25850,26550,25850,26250
20230531,A002790,아모레G,445555,29700,30350,28950,29100
20230531,A139480,이마트,245646,84500,85700,84200,84300
20230531,A006040,동원산업,298674,44300,46250,44000,45800
20230531,A000880,한화,209924,30450,30900,30300,30500
20230531,A204320,HL만도,441634,47800,49250,47800,48200
20230531,A023530,롯데쇼핑,1238300,79400,81400,79400,80000
20230531,A081660,휠라홀딩스,461692,36800,37050,35950,36350
20230531,A088350,한화생명,2185758,2510,2615,2510,2525
20230531,A138930,BNK금융지주,1022635,6710,6780,6710,6710
20230531,A030000,제일기획,8516462,17920,18820,17920,18330
20230531,A012750,에스원,2417223,53000,56000,53000,54300
20230531,A026960,동서,99820,20150,20500,20100,20350
20230531,A336260,두산퓨얼셀,235047,30450,30950,30250,30800
20230531,A298050,효성첨단소재,17070,448000,450500,443500,446500
20230531,A277810,레인보우로보틱스,232372,104600,104800,102600,103900
20230531,A111770,영원무역,96283,45250,45500,44600,44950
20230531,A214370,케어젠,33140,184200,186600,181900,184400
20230531,A058470,리노공업,119496,131200,131800,126700,129700
20230531,A005290,동진쎄미켐,1105325,38850,39700,38000,38350
20230531,A253450,스튜디오드래곤,93130,65400,66000,64600,64800
20230531,A004170,신세계,239977,203500,203500,197700,197700
20230531,A010120,LS ELECTRIC,99069,64100,65100,63500,63700
20230531,A042670,HD현대인프라코어,1286103,9450,9690,9430,9530
20230531,A278280,천보,61292,190000,191700,188300,189800
20230531,A108320,LX세미콘,225463,116000,117000,113700,116200
20230531,A000120,CJ대한통운,67357,82200,83200,80700,81500
20230531,A002380,KCC,24438,211000,213000,208500,208500
20230531,A003620,KG모빌리티,1066115,9900,10170,9710,9880
20230531,A086900,메디톡스,114957,245000,247000,239500,246000
20230531,A357780,솔브레인,24439,237000,237000,229500,230500
20230531,A047040,대우건설,1520090,4310,4385,4270,4295
20230531,A007310,오뚜기,7516,447000,450000,444000,444500
20230531,A001440,대한전선,458748,14260,14380,14260,14270
20230531,A006360,GS건설,746071,21350,21350,20750,20750
20230531,A267260,HD현대일렉트릭,209669,48800,50200,48200,48900
20230531,A145720,덴티움,46960,157600,160100,156700,158600
20230531,A122870,와이지엔터테인먼트,575340,94300,97000,92000,93900
20230531,A022100,포스코DX,1715548,11760,11770,11390,11470
20230531,A079550,LIG넥스원,154610,78100,79200,77600,79200
20230531,A005420,코스모화학,602785,48550,49750,48300,49450
20230531,A017800,현대엘리베이,632495,42550,43300,40900,41850
20230531,A214150,클래시스,323359,25550,26450,25150,26100
20230531,A005850,에스엘,352633,35900,37250,35850,36050
20230531,A175330,JB금융지주,588429,8480,8650,8480,8500
20230531,A011210,현대위아,128244,61100,62500,60800,61400
20230531,A035760,CJ ENM,68616,76700,78200,75900,76000
20230531,A298020,효성티앤씨,21433,387000,391500,380500,380500
20230531,A237690,에스티팜,104949,85900,86900,85100,86300
20230531,A000150,두산,55402,97900,98700,97100,97300
20230531,A000080,하이트진로,329872,23050,23400,22900,22900
20230531,A112040,위메이드,311354,47400,47750,46500,47450
20230531,A240810,원익IPS,350891,33150,33150,32050,32250
20230531,A051600,한전KPS,75182,34200,34300,33950,34000
20230531,A004000,롯데정밀화학,80207,59300,59600,58800,58800
20230531,A006280,녹십자,22401,126000,127500,125100,125900
20230531,A078600,대주전자재료,224190,94000,95800,93100,94700
20230531,A121600,나노신소재,116146,133600,135800,132900,133900
20230531,A000250,삼천당제약,263887,60600,63200,60300,62000
20230531,A056190,에스에프에이,101979,40050,40350,39400,39500
20230531,A010060,OCI홀딩스,1760393,80800,95100,79000,86200
20230531,A375500,DL이앤씨,185786,36750,36900,36250,36300
20230531,A016790,카나리아바이오,1741803,28850,29700,28100,29700
20230531,A336370,솔루스첨단소재,56232,39750,40000,39350,39350
20230531,A064550,바이오니아,2892607,48350,54900,48200,53500
20230531,A004800,효성,24717,65800,66400,65300,65300
20230531,A073240,금호타이어,578127,4700,4735,4640,4705
20230531,A225570,넥슨게임즈,814680,19730,20950,19510,20500
20230531,A145020,휴젤,43826,110800,110900,108500,108800
20230531,A034230,파라다이스,515805,14440,14580,14310,14360
20230531,A005300,롯데칠성,37393,142100,142700,140000,140000
20230531,A285130,SK케미칼,83147,74000,77300,74000,75000
20230531,A093370,후성,1565716,14100,14100,13600,13670
20230531,A069620,대웅제약,21312,111200,111600,110000,110500
20230531,A096530,씨젠,318745,23950,24550,23950,24300
20230531,A248070,솔루엠,566987,24800,25400,24650,25300
20230531,A353200,대덕전자,3056237,25100,26700,24800,25400
20230531,A064760,티씨케이,59601,105200,106500,103800,105700
20230531,A006110,삼아알미늄,286093,78500,82500,78000,82500
20230531,A114090,GKL,228831,19700,19990,19460,19530
20230531,A069960,현대백화점,76993,51300,51700,51000,51100
20230531,A137400,피엔티,264460,51900,53300,51600,52400
20230531,A101490,에스앤에스텍,740915,54500,55900,51800,55400
20230531,A139130,DGB금융지주,362594,7010,7080,7000,7010
20230531,A267270,HD현대건설기계,91109,60000,61200,59700,59800
20230531,A120110,코오롱인더,119620,43400,43600,42800,42800
20230531,A009900,명신산업,844046,22000,22900,22000,22400
20230531,A014820,동원시스템즈,32132,39800,40400,39700,40400
20230531,A001120,LX인터내셔널,305771,30700,30750,30100,30200
20230531,A214450,파마리서치,83446,113600,116400,111700,114700
20230531,A018670,SK가스,7292,127000,127400,125000,125800
20230531,A009420,한올바이오파마,336964,21250,22650,21250,22050
20230531,A140860,파크시스템스,62931,163000,166200,158200,164500
20230531,A010780,아이에스동서,93364,36900,37300,36600,37000
20230531,A067630,HLB생명과학,643335,11100,11380,11100,11230
20230531,A001740,SK네트웍스,872390,4795,4890,4795,4840
20230531,A000240,한국앤컴퍼니,127364,12120,12280,11990,12010
20230531,A039030,이오테크닉스,158687,92000,95100,89800,92500
20230531,A213420,덕산네오룩스,161831,46600,46600,45000,45800
20230531,A298380,에이비엘바이오,315424,23050,23350,22650,23350
20230531,A185750,종근당,35005,87500,89400,87400,88100
20230531,A095660,네오위즈,379878,48850,51800,48500,49950
20230531,A103140,풍산,194227,39150,39800,38950,39200
20230531,A141080,레고켐바이오,229168,40050,41400,39500,41250
20230531,A001230,동국제강,0,0,0,0,11400
20230531,A009240,한샘,28916,45500,46750,45250,45500
20230531,A089590,제주항공,310164,13000,13570,12990,13570
20230531,A100090,SK오션플랜트,424036,19270,19600,19270,19510
20230531,A009520,포스코엠텍,1585149,24950,25250,23800,24550
20230531,A280360,롯데웰푸드,15563,106800,108000,106000,106000
20230531,A222800,심텍,877924,30950,32400,30450,31250
20230531,A003690,코리안리,721076,7390,7420,7060,7060
20230531,A281740,레이크머티리얼즈,6006199,14750,15100,14360,15030
20230531,A025900,동화기업,31386,47100,48800,47100,48550
20230531,A178920,PI첨단소재,84069,33650,33950,33300,33300
20230531,A052020,에스티큐브,815706,19990,21050,19770,21050
20230531,A000670,영풍,2555,536000,538000,526000,526000
20230531,A006740,영풍제지,448872,19960,20800,19700,20700
20230531,A000210,DL,58744,46000,46600,45750,45750
20230531,A001800,오리온홀딩스,63330,15300,15350,15200,15230
20230531,A383310,에코프로에이치엔,130825,62000,63200,61800,62200
20230531,A098460,고영,559158,14080,14080,13610,13820
20230531,A012510,더존비즈온,101289,31000,31500,31000,31100
20230531,A036540,SFA반도체,1516559,5790,5790,5620,5690
20230531,A007660,이수페타시스,27973288,14000,16430,13780,14630
20230531,A069260,TKG휴켐스,94940,22850,22950,22550,22550
20230531,A181710,NHN,70444,26900,27250,26250,26250
20230531,A009970,영원무역홀딩스,31423,68000,68800,66500,67200
20230531,A003380,하림지주,1019436,8300,8410,8180,8180
20230531,A020560,아시아나항공,194304,12200,12390,12160,12310
20230531,A002710,TCC스틸,567074,33150,34750,32650,34750
20230531,A166090,하나머티리얼즈,192205,47350,47350,45650,46100
20230531,A192820,코스맥스,119267,80000,80900,79100,79500
20230531,A019170,신풍제약,125981,17010,17150,16850,16890
20230531,A161000,애경케미칼,1790706,18350,18740,18080,18350
20230531,A039200,오스코텍,361354,24600,24600,23300,23600
20230531,A300720,한일시멘트,59760,12830,13080,12790,12870
20230531,A016380,KG스틸,795333,8710,8890,8620,8890
20230531,A095340,ISC,488720,49800,52300,48700,51000
20230531,A008730,율촌화학,76943,35350,36250,35350,35600
20230531,A006650,대한유화,27661,135100,137300,135100,135800
20230531,A048410,현대바이오,273648,22350,22650,21750,22150
20230531,A039130,하나투어,118170,55100,55200,54300,54600
20230531,A294090,이오플로우,1991275,27750,28750,27300,28600
20230531,A001430,세아베스틸지주,306389,24000,24850,23800,24150
20230531,A090460,비에이치,810969,25350,25850,24950,25100
20230531,A067160,아프리카TV,63256,75100,77000,75100,75200
20230531,A195870,해성디에스,199244,52100,52300,50600,50700
20230531,A023590,다우기술,44862,19370,19500,19090,19200
20230531,A161890,한국콜마,86068,38000,38250,37450,37600
20230531,A085660,차바이오텍,325609,15060,15300,14770,15250
20230531,A078340,컴투스,73790,67100,68100,66600,66600
20230531,A003090,대웅,82370,14900,15050,14660,14660
20230531,A294870,HDC현대산업개발,283676,12740,12900,12540,12540
20230531,A015750,성우하이텍,4084734,9990,10230,9900,10200
20230531,A032350,롯데관광개발,366471,11030,11140,10890,11050
20230531,A003230,삼양식품,75293,106000,108800,105800,108100
20230531,A067310,하나마이크론,1134995,17120,17210,16510,16950
20230531,A272290,이녹스첨단소재,270448,41300,41500,39850,40150
20230531,A192080,더블유게임즈,39334,44500,45050,44450,44450
20230531,A002840,미원상사,781,167700,167800,166700,166700
20230531,A036930,주성엔지니어링,1041936,17080,17120,16640,16740
20230531,A222080,씨아이에스,590663,12170,12350,12000,12000
20230531,A002350,넥센타이어,298432,8400,8630,8210,8220
20230531,A007340,DN오토모티브,48811,79200,81500,79000,80300
20230531,A007700,F&F홀딩스,14972,20300,20500,20200,20350
20230531,A272450,진에어,144978,14770,15100,14770,15100
20230531,A214320,이노션,26261,39400,39650,39050,39050
20230531,A101670,하이드로리튬,818373,32550,34850,32050,34850
20230531,A290650,엘앤씨바이오,208089,33900,34550,33450,34200
20230531,A095500,미래나노텍,1489435,23100,24950,23050,24950
20230531,A215200,메가스터디교육,42542,63400,64300,63100,63500
20230531,A064960,SNT모티브,61387,51600,52400,51000,51400
20230531,A033240,자화전자,436952,33600,34400,33050,34400
20230531,A058610,에스피지,1385443,32650,33700,32050,33700
20230531,A348210,넥스틴,196280,73100,75000,72000,75000
20230531,A298040,효성중공업,72863,80100,82300,79900,80000
20230531,A079160,CJ CGV,171808,15720,15820,15570,15600
20230531,A032500,케이엠더블유,139764,18670,19070,18540,18650
20230531,A144510,지씨셀,79570,45800,46650,45100,46350
20230531,A005250,녹십자홀딩스,94928,15580,15800,15500,15500
20230531,A003240,태광산업,1837,655000,658000,651000,651000
20230531,A336570,원텍,636026,7950,8240,7900,8220
20230531,A074610,이엔플러스,4814846,10960,11940,10790,11940
20230531,A046890,서울반도체,1202440,12620,12630,12210,12300
20230531,A085370,루트로닉,242924,26950,27150,26600,27000
20230531,A084370,유진테크,226990,31000,31550,30500,31100
20230531,A215000,골프존,23308,112500,113500,111700,112100
20230531,A268280,미원에스씨,672,136000,136700,136000,136100
20230531,A287410,제이시스메디칼,947550,8850,9150,8730,9100
20230531,A086450,동국제약,76339,15740,15920,15520,15520
20230531,A003030,세아제강지주,12284,167800,167800,163000,166400
20230531,A344820,KCC글라스,38496,43550,43850,42650,43100
20230531,A074600,원익QnC,402595,26550,26550,25700,26050
20230531,A003540,대신증권,69052,13500,13510,13420,13450
20230531,A004490,세방전지,65768,48800,49900,48700,48700
20230531,A006120,SK디스커버리,52031,35400,35800,35200,35250
20230531,A005610,SPC삼립,3109,77200,78300,77200,77700
20230531,A140410,메지온,205631,25000,25900,24900,25000
20230531,A007390,네이처셀,410403,10370,10430,10260,10300
20230531,A010050,우리종금,2282374,757,760,743,743
20230531,A001680,대상,145867,19000,19030,18660,18660
20230531,A031430,신세계인터내셔날,126255,18340,18430,18050,18050
20230531,A030190,NICE평가정보,93970,10690,10780,10560,10570
20230531,A105630,한세실업,128853,15920,16100,15830,15910
20230531,A025540,한국단자,20845,61400,61700,60700,60700
20230531,A053800,안랩,55639,63100,64100,63000,63100
20230531,A042600,새로닉스,212213,49200,51200,48650,50800
20230531,A082270,젬백스,355830,15150,15830,14960,15750
20230531,A082740,HSD엔진,575231,8830,8900,8690,8740
20230531,A383800,LX홀딩스,202763,8300,8310,8190,8190
20230531,A218410,RFHIC,167570,23100,23600,22800,23300
20230531,A119860,커넥트웨이브,59070,13160,13590,13160,13350
20230531,A178320,서진시스템,167264,16760,16940,16600,16600
20230531,A189300,인텔리안테크,311516,66900,68300,64500,67900
20230531,A200130,콜마비앤에이치,55805,21200,21450,21050,21100
20230531,A114190,강원에너지,805007,22500,23800,22250,23800
20230531,A319660,피에스케이,386435,21300,21500,20700,21450
20230531,A299900,위지윅스튜디오,1373935,3630,3695,3595,3605
20230531,A058970,엠로,331041,54600,57800,54000,54800
20230531,A215600,신라젠,460458,5970,6030,5920,5940
20230531,A036830,솔브레인홀딩스,27525,29800,30050,29100,29100
20230531,A049070,인탑스,323700,35100,36150,34200,35450
20230531,A003850,보령,152623,8960,9080,8800,8860
20230531,A049770,동원F&B,14009,32200,32350,31250,31450
20230531,A082640,동양생명,138444,3790,3825,3725,3750
20230531,A005950,이수화학,9722393,20750,26950,20550,26950
20230531,A000070,삼양홀딩스,13268,72500,72900,70300,70600
20230531,A323990,박셀바이오,137047,39600,40150,39450,39650
20230531,A091810,티웨이항공,1497966,2950,3005,2900,3005
20230531,A034120,SBS,101053,32200,33700,32200,33000
20230531,A009450,경동나비엔,93997,41100,41250,39650,41000
20230531,A005880,대한해운,1071480,1880,1909,1870,1871
20230531,A073570,어반리튬,762866,18980,20650,18350,20650
20230531,A192650,드림텍,143186,9040,9060,8820,8820
20230531,A194480,데브시스터즈,114067,48100,49800,48100,49400
20230531,A003530,한화투자증권,357791,2765,2785,2730,2730
20230531,A097520,엠씨넥스,118835,33450,33600,32500,32550
20230531,A032190,다우데이타,424590,15360,15540,15170,15260
20230531,A018250,애경산업,105576,22450,22750,21850,22000
20230531,A010690,화신,789047,16120,16700,16060,16370
20230531,A013890,지누스,51738,30050,31000,30050,30200
20230531,A020000,한섬,175713,24100,24250,23000,23100
20230531,A003470,유안타증권,419215,2885,2915,2820,2820
20230531,A084850,아이티엠반도체,18193,24950,25300,24700,24700
20230531,A284740,쿠쿠홈시스,14612,24900,25200,24900,24900
20230531,A057050,현대홈쇼핑,23655,47500,48400,46450,46500
20230531,A085620,미래에셋생명,141583,3010,3170,3010,3125
20230531,A131970,두산테스나,274768,38700,38700,37250,37350
20230531,A182400,엔케이맥스,411031,13400,13720,13250,13720
20230531,A003000,부광약품,98796,7820,7820,7700,7700
20230531,A228670,레이,135963,36000,36600,34900,36250
20230531,A001530,DI동일,368756,20150,21000,20050,20900
20230531,A136510,스마트솔루션즈,0,0,0,0,11600
20230531,A319400,현대무벡스,3739840,4395,4630,4385,4630
20230531,A192400,쿠쿠홀딩스,130713,15420,15690,15240,15240
20230531,A000400,롯데손해보험,186147,1696,1750,1696,1743
20230531,A004890,동일산업,576,224000,224000,220500,223000
20230531,A068240,다원시스,704939,14880,16000,14710,15710
20230531,A025980,아난티,378755,6080,6150,6060,6140
20230531,A091700,파트론,440586,9040,9200,8900,9120
20230531,A005690,파미셀,180229,8950,9000,8870,8870
20230531,A000640,동아쏘시오홀딩스,12317,85600,85600,83100,83500
20230531,A036810,에프에스티,228942,24800,24800,23900,24350
20230531,A001060,JW중외제약,64311,23550,23550,23150,23150
20230531,A069080,웹젠,92891,14940,15040,14850,14950
20230531,A363280,티와이홀딩스,53633,10480,10480,10370,10380
20230531,A183300,코미코,440635,48600,54100,48600,52100
20230531,A249420,일동제약,109528,19550,19700,19450,19450
20230531,A095700,제넥신,235855,12350,12600,12220,12530
20230531,A200880,서연이화,476181,18640,19380,18540,19200
20230531,A151860,KG ETS,942917,14140,14430,13850,14260
20230531,A003520,영진약품,600515,2780,2840,2750,2800
20230531,A000370,한화손해보험,1195606,4220,4365,4200,4365
20230531,A043150,바텍,34100,34400,34700,33850,34250
20230531,A118990,모트렉스,379672,20900,21100,20700,20750
20230531,A006220,제주은행,281894,15600,15900,15340,15820
20230531,A001720,신영증권,14069,55800,55800,53500,53500
20230531,A017960,한국카본,127875,11360,11470,11300,11310
20230531,A004690,삼천리,54550,123000,125200,121600,122300
20230531,A299030,하나기술,49485,64500,65400,64400,65200
20230531,A060720,KH바텍,909907,21200,21700,20550,20800
20230531,A270520,지오릿에너지,1311788,11120,11770,11030,11770
20230531,A041960,코미팜,135841,7750,7860,7610,7620
20230531,A089980,상아프론테크,50558,30500,30700,30050,30100
20230531,A099190,아이센스,89949,17580,17720,17310,17440
20230531,A093050,LF,72113,16560,16800,16410,16410
20230531,A131290,티에스이,183501,42700,43600,41050,43250
20230531,A005180,빙그레,40523,48850,49950,48200,48500
20230531,A023160,태광,130996,17840,18100,17740,17960
20230531,A204270,제이앤티씨,52382,8130,8390,8110,8190
20230531,A170900,동아에스티,6584,56300,56300,54800,54800
20230531,A006730,서부T&D,100638,7850,7850,7610,7610
20230531,A001390,KG케미칼,255945,33450,34500,33200,33650
20230531,A235980,메드팩토,101935,22350,22400,21750,21950
20230531,A034310,NICE,24581,12470,12470,12200,12200
20230531,A033640,네패스,251433,20400,20450,19750,20000
20230531,A001820,삼화콘덴서,40439,45000,45450,44300,44350
20230531,A322000,HD현대에너지솔루션,85303,40250,41150,39900,41150
20230531,A002240,고려제강,15878,18560,18690,18420,18430
20230531,A091120,이엠텍,75599,26750,27350,26700,26850
20230531,A210980,SK디앤디,53322,21150,21250,20350,20700
20230531,A119610,인터로조,20489,35000,35450,34700,34700
20230531,A340570,티앤엘,54903,55000,56300,54700,56000
20230531,A352480,씨앤씨인터내셔널,43506,46650,46950,45250,45350
20230531,A058650,세아홀딩스,323,112900,113500,112800,112900
20230531,A108860,셀바스AI,2006495,20050,20600,19850,19990
20230531,A145990,삼양사,17901,44200,44700,43500,43500
20230531,A060250,NHN KCP,195758,11120,11200,11060,11140
20230531,A101160,월덱스,184223,26800,27350,26450,27000
20230531,A068400,SK렌터카,134628,9070,9450,9070,9410
20230531,A039840,디오,54805,27650,28150,27550,27750
20230531,A290670,대보마그네틱,395812,56700,57400,55700,55700
20230531,A286940,롯데정보통신,72683,28250,29250,28050,28250
20230531,A047920,HLB제약,242249,15770,15800,15400,15460
20230531,A241590,화승엔터프라이즈,160232,7130,7260,7100,7170
20230531,A036420,콘텐트리중앙,306012,23700,23700,22400,22450
20230531,A025860,남해화학,90004,8710,8770,8690,8700
20230531,A095610,테스,94439,22300,22400,21800,21850
20230531,A060280,큐렉소,202171,10300,10710,10220,10490
20230531,A131400,이브이첨단소재,3455918,7130,7290,7000,7200
20230531,A011930,신성이엔지,1301324,2060,2075,2035,2045
20230531,A183190,아세아시멘트,62951,10750,10890,10060,10790
20230531,A017390,서울가스,35448,82800,84100,82200,83800
20230531,A037270,YG PLUS,1333275,6680,6770,6550,6600
20230531,A101730,위메이드맥스,172814,12230,12680,12130,12370
20230531,A014830,유니드,29639,62100,62500,60700,60700
20230531,A281820,케이씨텍,89033,20300,20350,19690,19690
20230531,A217270,넵튠,16782,8700,8800,8690,8780
20230531,A012630,HDC,74352,6850,6930,6820,6820
20230531,A017810,풀무원,73111,10800,10890,10520,10680
20230531,A115450,HLB테라퓨틱스,303637,5720,5810,5620,5700
20230531,A001470,삼부토건,75440105,1869,2200,1827,2045
20230531,A082920,비츠로셀,117454,18860,18860,18590,18600
20230531,A033290,코웰패션,270600,4500,4590,4500,4535
20230531,A217820,원익피앤이,466293,9240,9540,9240,9450
20230531,A015540,쎌마테라퓨틱스,0,0,0,0,6410
20230531,A005090,SGC에너지,37736,27500,27500,27150,27300
20230531,A038500,삼표시멘트,300323,3645,3710,3570,3710
20230531,A108490,로보티즈,134983,32900,33500,32500,32550
20230531,A306200,세아제강,4520,140700,141300,140100,140300
20230531,A101360,에코앤드림,121763,34450,35350,34200,34750
20230531,A007690,국도화학,12748,45050,45250,44000,44000
20230531,A060150,인선이엔티,141466,8560,8670,8510,8510
20230531,A025770,한국정보통신,54639,10590,10730,10520,10570
20230531,A009160,SIMPAC,429034,5880,6180,5830,6020
20230531,A027410,BGF,57657,4100,4170,4090,4105
20230531,A007810,코리아써키트,2700407,16000,17590,15700,16600
20230531,A004430,송원산업,95872,16400,16680,16300,16310
20230531,A083790,크리스탈지노믹스,706062,5750,5800,5400,5510
20230531,A011000,진원생명과학,302828,5090,5100,4980,5000
20230531,A108670,LX하우시스,34965,43100,43900,42950,43000
20230531,A289220,자이언트스텝,53580,17440,17770,17300,17310
